created_at,annotation_type,book_key,corpus_row,google_volume_id,canonical_isbn_13,isbn_13,isbn_10,title,author,concept_slug,concept_name,parent_slug,parent_name,strength,strength_label,notes
2026-05-15T02:59:51+00:00,manual,isbn13:9781118238141,38,OmaeIdd95EQC,9781118238141,9781118238141,1118238141,The Art and Science of Technical Analysis,Adam Grimes,journaling_and_performance_review,Journaling and Performance Review,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,Discusses review and improvement of trading performance as part of developing skill.
2026-05-15T03:00:07+00:00,manual,isbn13:9781118238141,38,OmaeIdd95EQC,9781118238141,9781118238141,1118238141,The Art and Science of Technical Analysis,Adam Grimes,cognitive_biases,Cognitive Biases,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,Covers trader decision errors and psychological biases that affect market judgment.
2026-05-15T03:00:31+00:00,manual,isbn13:9781118238141,38,OmaeIdd95EQC,9781118238141,9781118238141,1118238141,The Art and Science of Technical Analysis,Adam Grimes,emotional_discipline,Emotional Discipline,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Covers discipline, emotional control, and psychological consistency in trading."
2026-05-15T03:00:48+00:00,manual,isbn13:9781118238141,38,OmaeIdd95EQC,9781118238141,9781118238141,1118238141,The Art and Science of Technical Analysis,Adam Grimes,probabilistic_thinking_and_uncertainty,Probabilistic Thinking and Uncertainty,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Emphasizes uncertainty, probabilities, randomness, and thinking in distributions."
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9781101659199,8,teitAAAAQBAJ,9781101659199,9781101659199,110165919X,Technical Analysis of the Financial Markets,John J. Murphy,order_types_and_execution_mechanics,Order Types and Execution Mechanics,market_foundations,Market Foundations,0.5,weak,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,financial_statement_analysis,Financial Statement Analysis,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,0.5,weak,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,intrinsic_value_estimation,Intrinsic Value Estimation,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,valuation_multiples_and_relative_valuation,Valuation Multiples and Relative Valuation,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,margin_of_safety,Margin of Safety,fundamental_analysis_and_valuation,Fundamental Analysis and Valuation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,asset_allocation,Asset Allocation,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,diversification,Diversification,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,passive_vs_active_portfolio_management,Passive vs Active Portfolio Management,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,time_horizon_and_goal_based_investing,Time Horizon and Goal-Based Investing,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,0.5,weak,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,inflation_and_purchasing_power,Inflation and Purchasing Power,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,emotional_discipline,Emotional Discipline,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780062312686,420,Rk13rgEACAAJ,9780062312686,9780062312686,0062312685,The Intelligent Investor,Benjamin Graham,process_oriented_decision_making,Process-Oriented Decision Making,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,cognitive_biases,Cognitive Biases,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,emotional_discipline,Emotional Discipline,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,loss_aversion_and_drawdown_psychology,Loss Aversion and Drawdown Psychology,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,probabilistic_thinking_and_uncertainty,Probabilistic Thinking and Uncertainty,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,process_oriented_decision_making,Process-Oriented Decision Making,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,overtrading_and_impulse_control,Overtrading and Impulse Control,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780857197696,421,TnrrDwAAQBAJ,9780857197696,9780857197696,085719769X,The Psychology of Money,Morgan Housel,time_horizon_and_goal_based_investing,Time Horizon and Goal-Based Investing,portfolio_construction_and_asset_allocation,Portfolio Construction and Asset Allocation,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9781440625411,422,8SL6VVMa9AcC,9781440625411,9781440625411,1440625417,Trading in the Zone,Mark Douglas,emotional_discipline,Emotional Discipline,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9781440625411,422,8SL6VVMa9AcC,9781440625411,9781440625411,1440625417,Trading in the Zone,Mark Douglas,cognitive_biases,Cognitive Biases,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9781440625411,422,8SL6VVMa9AcC,9781440625411,9781440625411,1440625417,Trading in the Zone,Mark Douglas,loss_aversion_and_drawdown_psychology,Loss Aversion and Drawdown Psychology,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9781440625411,422,8SL6VVMa9AcC,9781440625411,9781440625411,1440625417,Trading in the Zone,Mark Douglas,process_oriented_decision_making,Process-Oriented Decision Making,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9781440625411,422,8SL6VVMa9AcC,9781440625411,9781440625411,1440625417,Trading in the Zone,Mark Douglas,probabilistic_thinking_and_uncertainty,Probabilistic Thinking and Uncertainty,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780578565651,423,Z9GNzwEACAAJ,9780578565651,9780578565651,057856565X,Big Debt Crises,Ray Dalio,credit_debt_and_financial_crises,"Credit, Debt, and Financial Crises",macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780578565651,423,Z9GNzwEACAAJ,9780578565651,9780578565651,057856565X,Big Debt Crises,Ray Dalio,business_cycles_and_market_cycles,Business Cycles and Market Cycles,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780578565651,423,Z9GNzwEACAAJ,9780578565651,9780578565651,057856565X,Big Debt Crises,Ray Dalio,interest_rates_and_monetary_policy,Interest Rates and Monetary Policy,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780578565651,423,Z9GNzwEACAAJ,9780578565651,9780578565651,057856565X,Big Debt Crises,Ray Dalio,inflation_and_purchasing_power,Inflation and Purchasing Power,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780578565651,423,Z9GNzwEACAAJ,9780578565651,9780578565651,057856565X,Big Debt Crises,Ray Dalio,currency_and_global_macro_forces,Currency and Global Macro Forces,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780578565651,423,Z9GNzwEACAAJ,9780578565651,9780578565651,057856565X,Big Debt Crises,Ray Dalio,economic_indicators_and_data_interpretation,Economic Indicators and Data Interpretation,macro_cycles_and_economic_context,"Macro, Cycles, and Economic Context",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780199726547,424,t-TQCwAAQBAJ,9780199726547,9780199726547,019972654X,Trading and Exchanges,Larry Harris,market_participants_and_incentives,Market Participants and Incentives,market_foundations,Market Foundations,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780199726547,424,t-TQCwAAQBAJ,9780199726547,9780199726547,019972654X,Trading and Exchanges,Larry Harris,exchanges_brokers_and_market_infrastructure,"Exchanges, Brokers, and Market Infrastructure",market_foundations,Market Foundations,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780199726547,424,t-TQCwAAQBAJ,9780199726547,9780199726547,019972654X,Trading and Exchanges,Larry Harris,order_types_and_execution_mechanics,Order Types and Execution Mechanics,market_foundations,Market Foundations,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780199726547,424,t-TQCwAAQBAJ,9780199726547,9780199726547,019972654X,Trading and Exchanges,Larry Harris,liquidity_and_market_depth,Liquidity and Market Depth,market_foundations,Market Foundations,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780199726547,424,t-TQCwAAQBAJ,9780199726547,9780199726547,019972654X,Trading and Exchanges,Larry Harris,price_formation_and_market_efficiency,Price Formation and Market Efficiency,market_foundations,Market Foundations,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780199726547,424,t-TQCwAAQBAJ,9780199726547,9780199726547,019972654X,Trading and Exchanges,Larry Harris,execution_quality_and_trade_implementation,Execution Quality and Trade Implementation,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,position_sizing,Position Sizing,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,stop_loss_and_exit_rules,Stop-Loss and Exit Rules,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,risk_reward_and_expectancy,Risk-Reward and Expectancy,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,drawdown_management,Drawdown Management,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,strategy_design_and_rule_definition,Strategy Design and Rule Definition,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,backtesting_and_strategy_validation,Backtesting and Strategy Validation,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,trade_planning_and_preparation,Trade Planning and Preparation,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,system_iteration_and_continuous_improvement,System Iteration and Continuous Improvement,strategy_systems_and_execution,"Strategy, Systems, and Execution",1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,cognitive_biases,Cognitive Biases,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780070647626,425,5NAZE-RBJoEC,9780070647626,9780070647626,0070647623,Trade Your Way to Financial Freedom,Van K. Tharp,process_oriented_decision_making,Process-Oriented Decision Making,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,emotional_discipline,Emotional Discipline,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,process_oriented_decision_making,Process-Oriented Decision Making,trading_psychology_and_behavioral_finance,Trading Psychology and Behavioral Finance,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,trend_analysis,Trend Analysis,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,momentum_and_technical_indicators,Momentum and Technical Indicators,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,market_structure_and_regime_identification,Market Structure and Regime Identification,technical_analysis_and_market_structure,Technical Analysis and Market Structure,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,position_sizing,Position Sizing,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,stop_loss_and_exit_rules,Stop-Loss and Exit Rules,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,drawdown_management,Drawdown Management,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
2026-05-16T05:34:25+00:00,manual_audit,isbn13:9780471273820,426,mna7CdjGdcYC,9780471273820,9780471273820,0471273821,Come Into My Trading Room,Alexander Elder,exposure_and_concentration_limits,Exposure and Concentration Limits,risk_management,Risk Management,1.0,confirmed,"Imported from docs/audit_notes.md (v0.1, 2026-05-12)"
